𤭢	〔亠瓦ww〕
镛	〔钅月jo〕
颙	〔田页ty〕
痈	〔疒用by〕
壅	〔亠土wt〕
饔	〔亠艮wg〕
鳙	〔鱼月yo〕
澭	〔氵{隹右}dv〕
鄘	〔广⻏ge〕
埇	〔土用ty〕
栐	〔木永my〕
喁	〔口丶kd〕
㶲	〔火用hy〕
鲬	〔鱼用yy〕
有	〔𠂇月uo〕
又	〔㇇乀vn〕
由	〔丨田lt〕
友	〔𠂇又uy〕
游	〔氵子dz〕
右	〔𠂇口uk〕
优	〔亻尤ry〕
犹	〔犭尤qy〕
幽	〔山幺uy〕
油	〔氵由dy〕
尤	〔尢丶yd〕
忧	〔忄尤xy〕
悠	〔亻心rx〕
诱	〔讠乃yn〕
幼	〔幺力yl〕
佑	〔亻口rk〕
邮	〔由⻏ye〕
黝	〔{里}力ll〕
呦	〔口力kl〕
攸	〔亻攵rw〕
鱿	〔鱼尤yy〕
酉	〔西一xa〕
繇	〔爫糸vx〕
柚	〔木由my〕
祐	〔礻口pk〕
铀	〔钅由jy〕
猷	〔丷犬bq〕
釉	〔采由cy〕
莠	〔艹乃cn〕
囿	〔囗月ko〕
鼬	〔臼由jy〕
宥	〔宀月bo〕
莜	〔艹攵cw〕
疣	〔疒尤by〕
侑	〔亻月ro〕
牖	〔片甫pf〕
蝣	〔虫子iz〕
蚴	〔虫力il〕
羑	〔𦍌久yj〕
蚰	〔虫由iy〕
莸	〔艹尤cy〕
卣	〔⺊コbk〕
麀	〔鹿匕lb〕
耰	〔耒夂lw〕
浟	〔氵攵dw〕
槱	〔木灬mh〕
铕	〔钅月jo〕
鲉	〔鱼由yy〕
𬨎	〔车酉iy〕
与	〔㇉一va〕
于	〔一十au〕
语	〔讠口yk〕
雨	〔一丶ad〕
玉	〔王丶wd〕
余	〔𠆢朩rm〕
遇	〔辶丶zd〕
欲	〔谷欠gq〕
羽	〔习习xx〕
宇	〔宀于by〕
鱼	〔⺈一da〕
预	〔予页yy〕
御	〔彳卩re〕
郁	〔𠂇⻏ue〕
豫	〔予𧰨yu〕
域	〔土{一}ta〕
狱	〔犭犬qq〕
予	〔龴亅sl〕
愈	〔𠆢心rx〕
浴	〔氵谷dg〕
誉	〔𭕄口xk〕
愉	〔忄刂xd〕
愚	〔田心tx〕
於	〔方⺀fd〕
裕	〔衤谷pg〕
娱	〔女天nt〕
瑜	〔𤣩刂wd〕
喻	〔口刂kd〕
寓	〔宀丶bd〕
渔	〔氵鱼dy〕
虞	〔虍{𠃑大}ht〕
俞	〔𠆢刂rd〕
禹	〔丿丶pd〕
煜	〔火立hl〕
舆	〔𦥑八jb〕
谕	〔讠刂yd〕
逾	〔辶刂zd〕
榆	〔木刂md〕
屿	〔山与uy〕
钰	〔钅玉jy〕
驭	〔马又my〕
渝	〔氵刂dd〕
迂	〔辶于zy〕
淤	〔氵⺀dd〕
毓	〔𠂉𫶧pi〕
瑀	〔𤣩禹wy〕
妤	〔女予ny〕
昱	〔日立ol〕
隅	〔⻖丶ed〕
禺	〔田丶td〕
芋	〔艹于cy〕
聿	〔肀干yg〕
臾	〔𦥑人jr〕
揄	〔扌刂fd〕
峪	〔山谷ug〕
觎	〔𠆢见rj〕
妪	〔女区nq〕
谀	〔讠人yr〕
腴	〔⺼人or〕
盂	〔于皿ym〕
彧	〔𢦑{一}ga〕
庾	〔广人gr〕
瘀	〔疒⺀bd〕
燏	〔火口hk〕
棫	〔木{一}ma〕
蜮	〔虫{一}ia〕
圄	〔囗口kk〕
竽	〔竹于vy〕
欤	〔与欠yq〕
萸	〔艹人cr〕
鹬	〔矛鸟mn〕
鬻	〔弓鬲gg〕
龉	〔止口vk〕
窳	〔宀瓜bg〕
圉	〔囗干kg〕
纡	〔纟于sy〕
狳	〔犭朩qm〕
俣	〔亻天rt〕
燠	〔火大hd〕
瘐	〔疒人br〕
伛	〔亻区rq〕
饫	〔饣夭uy〕
淯	〔氵⺝do〕
阈	〔门{一}ma〕
蝓	〔虫刂id〕
舁	〔臼廾jc〕
遹	〔辶口zk〕
雩	〔雨丂yk〕
鹆	〔谷鸟gn〕
窬	〔宀刂bd〕
熨	〔尸火uh〕
玙	〔𤣩与wy〕
嵛	〔山刂ud〕
堉	〔土⺝to〕
褕	〔衤刂pd〕
矞	〔矛口mk〕
畬	〔𠆢田rt〕
嵎	〔山丶ud〕
蓣	〔艹页cy〕
髃	〔冎丶gd〕
滪	〔氵页dy〕
潏	〔氵口dk〕
悆	〔𠆢心rx〕
敔	〔五攵ww〕
邘	〔于⻏ye〕
鄅	〔禹⻏ye〕
艅	〔舟朩vm〕
㺄	〔犭刂qd〕
原	〔厂小ix〕
远	〔⻌元zy〕
员	〔口贝kb〕
元	〔一兀aw〕
院	〔⻖元ey〕
愿	〔厂心ix〕
园	〔囗元ky〕
源	〔氵小dx〕
圆	〔囗贝kb〕
缘	〔纟𧰨su〕
怨	〔夕心xx〕
援	〔扌又fy〕
袁	〔土𧘇ty〕
辕	〔车𧘇iy〕
渊	〔氵丨dl〕
冤	〔冖兔bt〕
媛	〔女又ny〕
苑	〔艹㔾cv〕
猿	〔犭𧘇qy〕
鸳	〔夕鸟xn〕
垣	〔土旦td〕
鸢	〔弋鸟yn〕
沅	〔氵元dy〕
爰	〔爫又vy〕
瑗	〔𤣩又wy〕
塬	〔土小tx〕
鼋	〔元电yd〕
掾	〔扌𧰨fu〕
垸	〔土元ty〕
螈	〔虫小ix〕
橼	〔木𧰨mu〕
蜎	〔虫⺝io〕
嫄	〔女小nx〕
箢	〔竹㔾vv〕
湲	〔氵又dy〕
眢	〔夕目xo〕
妧	〔女元ny〕
羱	〔羊小yx〕
𫘪	〔马小mx〕
越	〔土𠄌tl〕
月	〔⺆二ke〕
跃	〔𧾷夭zy〕
岳	〔丘山qu〕
悦	〔忄兄xx〕
曰	〔囗一ka〕
阅	〔门兄mx〕
粤	〔丿丂pk〕
玥	〔𤣩月wo〕
钺	〔钅𠄌jl〕
樾	〔木𠄌ml〕
刖	〔月刂od〕
彟	〔彐又ey〕
瀹	〔氵卄dc〕
龠	〔𠆢卄rc〕
爚	〔火卄hc〕
籥	〔竹卄vc〕
𫐄	〔车兀iw〕
𬸚	〔犭鸟qn〕
云	〔一厶as〕
运	〔辶云zy〕
晕	〔日车oi〕
允	〔厶儿se〕
韵	〔立匀ly〕
芸	〔艹云cy〕
孕	〔乃子nz〕
蕴	〔艹皿cm〕
匀	〔勹冫bd〕
陨	〔⻖贝eb〕
酝	〔酉云yy〕
愠	〔忄皿xm〕
氲	〔气皿qm〕
耘	〔耒云ly〕
昀	〔日匀oy〕
纭	〔纟云sy〕
殒	〔歹贝db〕
韫	〔韦皿wm〕
郓	〔冖⻏be〕
赟	〔文贝wb〕
恽	〔忄车xi〕
鋆	〔土金tj〕
郧	〔口⻏ke〕
狁	〔犭允qy〕
沄	〔氵云dy〕
妘	〔女云ny〕
缊	〔纟皿sm〕
煴	〔火皿hm〕
筼	〔竹贝vb〕
涢	〔氵贝db〕
馧	〔禾皿hm〕
𫖳	〔尹页yy〕
咋	〔口乍kv〕
砸	〔石巾uj〕
杂	〔九木jm〕
咂	〔口巾kj〕
匝	〔匚巾kj〕
扎	〔扌乚fv〕
臜	〔⺼贝ob〕
拶	〔扌夕fx〕
在	〔𠂇土ut〕
再	〔一冉ar〕
载	〔戈车gi〕
灾	〔宀火bh〕
宰	〔宀辛bx〕
栽	〔戈木gm〕
哉	〔戈口gk〕
仔	〔亻子rz〕
崽	〔山心ux〕
甾	〔巛田vt〕
咱	〔口自kz〕
赞	〔⺧贝nb〕
暂	〔车日io〕
簪	〔竹曰vo〕
瓒	〔𤣩贝wb〕
錾	〔车金ij〕
糌	〔米日mo〕
趱	〔土贝tb〕
昝	〔夂日wo〕
酂	〔⺧⻏ne〕
寁	〔宀龰bz〕
脏	〔⺼土ot〕
葬	〔艹廾cc〕
赃	〔贝土bt〕
臧	〔𠃊臣vi〕
奘	〔爿大pd〕
牂	〔爿羊py〕
驵	〔马且mq〕
早	〔日十ou〕
造	〔辶口zk〕
遭	〔辶曰zo〕
糟	〔米曰mo〕
澡	〔氵木dm〕
躁	〔𧾷木zm〕
燥	〔火木hm〕
凿	〔凵干kg〕
噪	〔口木km〕
灶	〔火土ht〕
枣	〔朿⺀ud〕
皂	〔白七bq〕
藻	〔艹木cm〕
蚤	〔叉虫ii〕
唣	〔口七kq〕
璪	〔𤣩木wm〕
慥	〔忄口xk〕
簉	〔竹口vk〕
𥖨	〔石木um〕
则	〔贝刂bd〕
责	〔龶贝fb〕
择	〔扌𰀁ff〕
泽	〔氵𰀁df〕
啧	〔口贝kb〕
仄	〔厂人ir〕
笮	〔竹乍vv〕
帻	〔巾贝jb〕
赜	〔𦣞贝ib〕
昃	〔日人or〕
舴	〔舟乍vv〕
箦	〔竹贝vb〕
迮	〔辶乍zv〕
贼	〔贝十bu〕
鲗	〔鱼刂yd〕
怎	〔乍心vx〕
谮	〔讠曰yo〕
增	〔土日to〕
赠	〔贝日bo〕
憎	〔忄日xo〕
锃	〔钅王jw〕
缯	〔纟日so〕
甑	〔丷瓦bw〕
罾	〔罒日so〕
矰	〔矢日uo〕
鄫	〔丷⻏be〕
综	〔纟示su〕
䎖	〔丷习bx〕
炸	〔火乍hv〕
眨	〔目乏of〕
诈	〔讠乍yv〕
乍	〔𠂉二pe〕
渣	〔氵旦dd〕
札	〔木乚mv〕
闸	〔门甲mj〕
榨	〔木乍mv〕
吒	〔口七kq〕
咤	〔口七kq〕
蚱	〔虫乍iv〕
铡	〔钅刂jd〕
楂	〔木旦md〕
鲊	〔鱼乍yv〕
揸	〔扌旦fd〕
砟	〔石乍uv〕
哳	〔口斤kj〕
奓	〔大夕dx〕
拃	〔扌乍fv〕
挓	〔扌七fq〕
痄	〔疒乍bv〕
劄	〔竹刂vd〕
霅	〔雨口yk〕
柞	〔木乍mv〕
䃎	〔石夕ux〕
溠	〔氵工dg〕
鲝	〔⺶鱼yy〕
齇	〔自且zq〕
寨	〔宀木bm〕
宅	〔宀七bq〕
摘	〔扌古fg〕
债	〔亻贝rb〕
窄	〔宀乍bv〕
斋	〔文而we〕
瘵	〔疒示bu〕
豸	〔丿丿pp〕
站	〔立占lv〕
战	〔占戈vg〕
展	〔尸{𧘇-丿}uy〕
占	〔⺊囗bk〕
斩	〔车斤ij〕
沾	〔氵占dv〕
蘸	〔艹灬ch〕
绽	〔纟龰sz〕
栈	〔木戋mj〕
盏	〔戋皿jm〕
詹	〔⺈口dk〕
湛	〔氵八db〕
崭	〔山斤uj〕
瞻	〔目口ok〕
辗	〔车{𧘇-丿}iy〕
毡	〔毛占mv〕
旃	〔方丹fd〕
谵	〔讠口yk〕
搌	〔扌{𧘇-丿}fy〕
飐	〔风占fv〕
鹯	〔亠鸟wn〕
偡	〔亻八rb〕
栴	〔木丹md〕
鳣	〔鱼旦yd〕
𫗴	〔饣旦ud〕
张	〔弓长gi〕
章	〔立十lu〕
掌	〔龸手xu〕
丈	〔一乀an〕
帐	〔巾长ji〕
仗	〔亻丈rv〕
障	〔⻖十eu〕
涨	〔氵长di〕
杖	〔木丈mv〕
账	〔贝长bi〕
璋	〔𤣩十wu〕
胀	〔⺼长oi〕
彰	〔立彡lp〕
蟑	〔虫十iu〕
瘴	〔疒十bu〕
樟	〔木十mu〕
漳	〔氵十du〕
獐	〔犭十qu〕
嶂	〔山十uu〕
幛	〔巾十ju〕
鄣	〔立⻏le〕
嫜	〔女十nu〕
暲	〔日十ou〕
仉	〔亻几rj〕
找	〔扌戈fg〕
照	〔日灬oh〕
招	〔扌口fk〕
赵	〔土㐅tx〕
罩	〔罒十su〕
着	〔⺶目yo〕
爪	〔𠂆乀in〕
昭	〔日口ok〕
兆	〔儿{冫⿱丿丶}ed〕
诏	〔讠口yk〕
沼	〔氵口dk〕
肇	〔户聿hy〕
钊	〔钅刂jd〕
棹	〔木十mu〕
笊	〔竹爪vv〕
曌	〔日工og〕
啁	〔口口kk〕
旐	〔方兆fv〕
𬬿	〔钅口jk〕
𬶐	〔鱼兆yv〕
这	〔⻌文zw〕
者	〔耂日lo〕
哲	〔扌口fk〕
遮	〔辶灬zh〕
浙	〔氵斤dj〕
辙	〔车攵iw〕
辄	〔车𠃊iv〕
褶	〔衤白pb〕
蛰	〔扌虫fi〕
蔗	〔艹灬ch〕
蜇	〔扌虫fi〕
鹧	〔广鸟gn〕
喆	〔士口tk〕
谪	〔讠古yg〕
赭	〔赤日io〕
柘	〔木石mu〕
磔	〔石木um〕
锗	〔钅日jo〕
啫	〔口日ko〕
晢	〔扌日fo〕
詟	〔龙口lk〕
䗪	〔广虫gi〕
真	〔十八ub〕
阵	〔⻖车ei〕
震	〔雨辰yi〕
镇	〔钅八jb〕
珍	〔𤣩彡wp〕
针	〔钅十ju〕
振	〔扌辰fi〕
朕	〔月天ot〕
侦	〔亻贝rb〕
贞	〔⺊贝bb〕
枕	〔木儿me〕
诊	〔讠彡yp〕
甄	〔覀瓦xw〕
帧	〔巾贝jb〕
斟	〔卄斗cd〕
祯	〔礻贝pb〕
臻	〔𠫔禾gh〕
桢	〔木贝mb〕
箴	〔竹口vk〕
缜	〔纟八sb〕
圳	〔土川ti〕
榛	〔木禾mh〕
赈	〔贝辰bi〕
蓁	〔艹禾ch〕
禛	〔礻八pb〕
疹	〔疒彡bp〕
砧	〔石占uv〕
鸩	〔冖鸟bn〕
轸	〔车彡ip〕
稹	〔禾八hb〕
浈	〔氵贝db〕
瑧	〔𤣩禾wh〕
畛	〔田彡tp〕
胗	〔⺼彡op〕
鬒	〔E八eb〕
袗	〔衤彡pp〕
葴	〔艹口ck〕
揕	〔扌八fb〕
昣	〔日彡op〕
纼	〔纟丨sl〕
正	〔一止av〕
整	〔束正uv〕
政	〔正攵vw〕
争	〔⺈{肀亅}dy〕
证	〔讠正yv〕
征	〔彳正rv〕
郑	〔丷⻏be〕
睁	〔目{肀亅}oy〕
挣	〔扌{肀亅}fy〕
怔	〔忄正xv〕
症	〔疒正bv〕
蒸	〔艹灬ch〕
铮	〔钅{肀亅}jy〕
筝	〔竹{肀亅}vy〕
狰	〔犭{肀亅}qy〕
拯	〔扌丞fi〕
峥	〔山{肀亅}uy〕
钲	〔钅正jv〕
诤	〔讠{肀亅}yy〕
烝	〔了灬lh〕
只	〔口八kb〕
知	〔矢口uk〕
直	〔十{具-八}uq〕
至	〔𠫔土gt〕
之	〔丶乀dn〕
指	〔扌日fo〕
值	〔亻{具-八}rq〕
制	〔牛刂nd〕
支	〔十又uy〕
志	〔士心tx〕
止	〔丨⺊lb〕
治	〔氵口dk〕
质	〔𠂆贝ib〕
置	〔罒{具-八}sq〕
致	〔𠫔攵gw〕
职	〔耳只ev〕
智	〔矢日uo〕
纸	〔纟氏su〕
织	〔纟只sv〕
执	〔扌丸fw〕
枝	〔木支mv〕
植	〔木{具-八}mq〕
旨	〔匕日bo〕
芝	〔艹之cv〕
吱	〔口支kv〕
肢	〔⺼支ov〕
侄	〔亻土rt〕
脂	〔⺼日oo〕
址	〔土止tv〕
汁	〔氵十du〕
滞	〔氵巾dj〕
稚	〔禾{隹右}hv〕
掷	〔扌⻏fe〕
秩	〔禾夫hf〕
窒	〔宀土bt〕
芷	〔艹止cv〕
挚	〔扌手fu〕
蜘	〔虫口ik〕
帜	〔巾只jv〕
炙	〔𱼀火xh〕
趾	〔𧾷止zv〕
咫	〔尺只iv〕
痣	〔疒心bx〕
徵	〔彳王rw〕
雉	〔矢{隹右}uv〕
祗	〔礻氐pu〕
栀	〔木㔾mv〕
痔	〔疒寸bc〕
栉	〔木𰆊me〕
祉	〔礻止pv〕
桎	〔木土mt〕
蛭	〔虫土it〕
鸷	〔扌鸟fn〕
郅	〔𠫔⻏ge〕
踯	〔𧾷⻏ze〕
贽	〔扌贝fb〕
陟	〔⻖𣥂eu〕
骘	〔⻖马em〕
彘	〔彑匕hb〕
跖	〔𧾷石zu〕
轾	〔车土it〕
摭	〔扌灬fh〕
枳	〔木只mv〕
酯	〔酉日yo〕
帙	〔巾夫jf〕
禔	〔礻龰pz〕
卮	〔𠂆㔾iv〕
沚	〔氵止dv〕
胝	〔⺼氐ou〕
觯	〔⺈十du〕
絷	〔扌糸fx〕
埴	〔土{具-八}tq〕
轵	〔车只iv〕
黹	〔业小yx〕
踬	〔𧾷贝zb〕
忮	〔忄支xv〕
晊	〔日土ot〕
畤	〔田寸tc〕
滍	〔氵虫di〕
稙	〔禾{具-八}hq〕
扺	〔扌氏fu〕
铚	〔钅土jt〕
锧	〔钅贝jb〕
疐	〔十疋uz〕
跱	〔𧾷寸zc〕
庤	〔广寸gc〕
泜	〔氵氐du〕
梽	〔木心mx〕
榰	〔木日mo〕
𦭜	〔艹只cv〕
𬃊	〔木贝mb〕
中	〔口丨kl〕
终	〔纟冬sd〕
众	〔人人rr〕
钟	〔钅中jv〕
忠	〔中心vx〕
仲	〔亻中rv〕
衷	〔衣中yv〕
肿	〔⺼中ov〕
冢	〔冖豖bu〕
踵	〔𧾷重zv〕
盅	〔中皿vm〕
锺	〔钅重jv〕
舯	〔舟中vv〕
螽	〔冬虫di〕
柊	〔木冬md〕
茽	〔艹中cv〕
周	〔⺆口kk〕
州	〔丶丨dl〕
皱	〔⺈皮dp〕
洲	〔氵州dv〕
咒	〔口几kj〕
宙	〔宀由by〕
舟	〔丿丶pd〕
骤	〔马{水}mu〕
粥	〔弓米gm〕
肘	〔⺼寸oc〕
轴	〔车由iy〕
昼	〔尺旦id〕
帚	〔彐巾ej〕
胄	〔由⺝yo〕
纣	〔纟寸sc〕
绉	〔纟彐se〕
诌	〔讠彐ye〕
妯	〔女由ny〕
碡	〔石母um〕
籀	〔竹田vt〕
酎	〔酉寸yc〕
辀	〔车舟iv〕
赒	〔贝口bk〕
鸼	〔舟鸟vn〕
荮	〔艹寸cc〕
婤	〔女口nk〕
㑇	〔亻彐re〕
㤘	〔忄彐xe〕
住	〔亻主rv〕
主	〔亠土wt〕
注	〔氵主dv〕
助	〔且力ql〕
著	〔艹日co〕
朱	〔丿未pw〕
珠	〔𤣩未ww〕
诸	〔讠日yo〕
逐	〔辶豕zu〕
竹	〔亇亇gg〕
猪	〔犭日qo〕
祝	〔礻兄px〕
筑	〔竹凡vf〕
柱	〔木主mv〕
驻	〔马主mv〕
嘱	〔口禹ky〕
烛	〔火虫hi〕
煮	〔耂灬lh〕
蛛	〔虫未iw〕
株	〔木未mw〕
铸	〔钅寸jc〕
诛	〔讠未yw〕
竺	〔竹二ve〕
瞩	〔目禹oy〕
伫	〔亻㝉rv〕
拄	〔扌主fv〕
侏	〔亻未rw〕
贮	〔贝㝉bv〕
茱	〔艹未cw〕
洙	〔氵未dw〕
蛀	〔虫主iv〕
渚	〔氵日do〕
箸	〔竹日vo〕
炷	〔火主hv〕
铢	〔钅未jw〕
躅	〔𧾷虫zi〕
苎	〔艹㝉cv〕
杼	〔木予my〕
翥	〔耂习lx〕
槠	〔木日mo〕
麈	〔鹿主lv〕
潴	〔氵日do〕
舳	〔舟由vy〕
邾	〔丿⻏pe〕
纻	〔纟㝉sv〕
橥	〔犭木qm〕
砫	〔石主uv〕
柷	〔木兄mx〕
疰	〔疒主bv〕
蠋	〔虫虫ii〕
瘃	〔疒豖bu〕
𬣞	〔讠㝉yv〕
抓	〔扌爪fv〕
髽	〔E人er〕
拽	〔扌曳fy〕
转	〔车专iv〕
专	〔土龴ts〕
赚	〔贝兼bj〕
砖	〔石专uv〕
撰	〔扌共fg〕
篆	〔竹𧰨vu〕
馔	〔饣共ug〕
颛	〔山页uy〕
啭	〔口专kv〕
僎	〔亻共rg〕
瑑	〔𤣩𧰨wu〕
䏝	〔⺼专ov〕
装	〔丬衣ly〕
状	〔丬犬lq〕
庄	〔广土gt〕
撞	〔扌里fl〕
壮	〔丬士lt〕
妆	〔丬女ln〕
桩	〔木土mt〕
追	〔辶𠂤zl〕
坠	〔⻖土et〕
缀	〔纟又sy〕
锥	〔钅{隹右}jv〕
惴	〔忄而xe〕
赘	〔龶贝fb〕
椎	〔木{隹右}mv〕
骓	〔马{隹右}mv〕
缒	〔纟𠂤sl〕
隹	〔亻{隹右}rv〕
准	〔冫{隹右}dv〕
谆	〔讠子yz〕
肫	〔⺼屯ot〕
窀	〔宀屯bt〕
衠	〔彳八rb〕
𬘯	〔纟子sz〕
桌	〔⺊木bm〕
卓	〔⺊十bu〕
捉	〔扌足fz〕
琢	〔𤣩豖wu〕
灼	〔火勺hu〕
拙	〔扌出fi〕
浊	〔氵虫di〕
镯	〔钅虫ji〕
酌	〔酉勺yu〕
啄	〔口豖ku〕
茁	〔艹出ci〕
涿	〔氵豖du〕
擢	〔扌{隹右}fv〕
斫	〔石斤uj〕
濯	〔氵{隹右}dv〕
倬	〔亻十ru〕
浞	〔氵足dz〕
诼	〔讠豖yu〕
棁	〔木兄mx〕
禚	〔礻灬ph〕
椓	〔木豖mu〕
晫	〔日十ou〕
叕	〔又又yy〕
汋	〔氵勺du〕
䓬	〔艹十cu〕
䦃	〔钅日jo〕
𬸦	〔方鸟fn〕
子	〔了一la〕
自	〔丿目po〕
字	〔宀子bz〕
资	〔冫贝db〕
紫	〔止糸vx〕
姿	〔冫女dn〕
滋	〔氵幺dy〕
姊	〔女𠂔nd〕
咨	〔冫口dk〕
梓	〔木辛mx〕
孜	〔子攵zw〕
渍	〔氵贝db〕
籽	〔米子mz〕
恣	〔冫心dx〕
龇	〔止匕vb〕
辎	〔车田it〕
淄	〔氵田dt〕
眦	〔目匕ob〕
滓	〔氵辛dx〕
嗞	〔口幺ky〕
髭	〔E匕eb〕
孳	〔丷子bz〕
缁	〔纟田st〕
笫	〔竹𠂔vd〕
锱	〔钅田jt〕
秭	〔禾𠂔hd〕
赀	〔止贝vb〕
訾	〔止口vk〕
觜	〔止用vy〕
嵫	〔山幺uy〕
趑	〔土欠tq〕
孖	〔子子zz〕
粢	〔冫米dm〕
鲻	〔鱼田yt〕
镃	〔钅幺jy〕
耔	〔耒子lz〕
鼒	〔才目co〕
虸	〔虫子iz〕
鄑	〔亚⻏ye〕
总	〔丷心bx〕
宗	〔宀示bu〕
纵	〔纟人sr〕
踪	〔𧾷示zu〕
棕	〔木示mu〕
鬃	〔E示eu〕
粽	〔米示mu〕
偬	〔亻心rx〕
倧	〔亻示ru〕
鬷	〔鬲夂gw〕
腙	〔⺼示ou〕
疭	〔疒人br〕
走	〔土龰tz〕
奏	〔𡗗天it〕
揍	〔扌天ft〕
邹	〔⺈⻏de〕
诹	〔讠又yy〕
驺	〔马彐me〕
陬	〔⻖又ey〕
鄹	〔耳⻏ee〕
鲰	〔鱼又yy〕
组	〔纟且sq〕
足	〔口龰kz〕
族	〔方矢fu〕
祖	〔礻且pq〕
阻	〔⻖且eq〕
租	〔禾且hq〕
诅	〔讠且yq〕
俎	〔人且rq〕
镞	〔钅矢ju〕
菹	〔艹且cq〕
崒	〔山十uu〕
珇	〔𤣩且wq〕
钻	〔钅占jv〕
攥	〔扌糸fx〕
纂	〔竹糸vx〕
缵	〔纟贝sb〕
躜	〔𧾷贝zb〕
最	〔日又oy〕
嘴	〔口用ky〕
罪	〔罒非sf〕
醉	〔酉十yu〕
蕞	〔艹又cy〕
槜	〔木乃mn〕
尊	〔丷寸bc〕
遵	〔辶寸zc〕
樽	〔木寸mc〕
鳟	〔鱼寸yc〕
撙	〔扌寸fc〕
噂	〔口寸kc〕
僔	〔亻寸rc〕
嶟	〔山寸uc〕
𨱔	〔钅寸jc〕
做	〔亻攵rw〕
作	〔亻乍rv〕
坐	〔土人tr〕
左	〔𠂇工ug〕
座	〔广人gr〕
昨	〔日乍ov〕
佐	〔亻工rg〕
祚	〔礻乍pv〕
嘬	〔口又ky〕
酢	〔酉乍yv〕
怍	〔忄乍xv〕
胙	〔⺼乍ov〕
唑	〔口人kr〕
捽	〔扌十fu〕
阼	〔⻖乍ev〕
岞	〔山乍uv〕
