serial number	character	token	ferquency(pre million)	total coverage rate(%)
8547	鞃	26	0.01370 	99.99807 
8548	怳	26	0.01370 	99.99807 
8549	姞	26	0.01370 	99.99807 
8550	漈	26	0.01370 	99.99807 
8551	競	26	0.01370 	99.99808 
8552	鏮	26	0.01370 	99.99808 
8553	榼	26	0.01370 	99.99808 
8554	鳢	26	0.01370 	99.99808 
8555	唡	26	0.01370 	99.99808 
8556	礟	26	0.01370 	99.99808 
8557	毘	26	0.01370 	99.99808 
8558	顠	26	0.01370 	99.99808 
8559	攴	26	0.01370 	99.99809 
8560	矝	26	0.01370 	99.99809 
8561	濪	26	0.01370 	99.99809 
8562	饒	26	0.01370 	99.99809 
8563	掻	26	0.01370 	99.99809 
8564	頑	26	0.01370 	99.99809 
8565	頠	26	0.01370 	99.99809 
8566	搵	26	0.01370 	99.99810 
8567	焮	26	0.01370 	99.99810 
8568	燻	26	0.01370 	99.99810 
8569	纁	26	0.01370 	99.99810 
8570	艷	26	0.01370 	99.99810 
8571	杙	26	0.01370 	99.99810 
8572	鳙	26	0.01370 	99.99810 
8573	愑	26	0.01370 	99.99811 
8574	颭	26	0.01370 	99.99811 
8575	偡	26	0.01370 	99.99811 
8576	扙	26	0.01370 	99.99811 
8577	週	26	0.01370 	99.99811 
8578	砫	26	0.01370 	99.99811 
8579	鐲	26	0.01370 	99.99811 
8580	繤	26	0.01370 	99.99812 
8581	菴	25	0.01317 	99.99812 
8582	爊	25	0.01317 	99.99812 
8583	艸	25	0.01317 	99.99812 
8584	瀍	25	0.01317 	99.99812 
8585	償	25	0.01317 	99.99812 
8586	鈔	25	0.01317 	99.99812 
8587	櫈	25	0.01317 	99.99812 
8588	蝀	25	0.01317 	99.99813 
8589	镦	25	0.01317 	99.99813 
8590	羵	25	0.01317 	99.99813 
8591	諷	25	0.01317 	99.99813 
8592	匄	25	0.01317 	99.99813 
8593	洸	25	0.01317 	99.99813 
8594	蓕	25	0.01317 	99.99813 
8595	鍋	25	0.01317 	99.99813 
8596	撖	25	0.01317 	99.99814 
8597	镮	25	0.01317 	99.99814 
8598	頰	25	0.01317 	99.99814 
8599	耩	25	0.01317 	99.99814 
8600	洚	25	0.01317 	99.99814 
8601	拠	25	0.01317 	99.99814 
8602	畯	25	0.01317 	99.99814 
8603	犺	25	0.01317 	99.99815 
8604	嵙	25	0.01317 	99.99815 
8605	硁	25	0.01317 	99.99815 
8606	铑	25	0.01317 	99.99815 
8607	瞵	25	0.01317 	99.99815 
8608	菻	25	0.01317 	99.99815 
8609	鬽	25	0.01317 	99.99815 
8610	蒳	25	0.01317 	99.99815 
8611	闢	25	0.01317 	99.99816 
8612	鸊	25	0.01317 	99.99816 
8613	螵	25	0.01317 	99.99816 
8614	頻	25	0.01317 	99.99816 
8615	葜	25	0.01317 	99.99816 
8616	麹	25	0.01317 	99.99816 
8617	膄	25	0.01317 	99.99816 
8618	帨	25	0.01317 	99.99817 
8619	稅	25	0.01317 	99.99817 
8620	壇	25	0.01317 	99.99817 
8621	撢	25	0.01317 	99.99817 
8622	鷉	25	0.01317 	99.99817 
8623	磌	25	0.01317 	99.99817 
8624	聼	25	0.01317 	99.99817 
8625	塗	25	0.01317 	99.99817 
8626	尪	25	0.01317 	99.99818 
8627	濊	25	0.01317 	99.99818 
8628	斅	25	0.01317 	99.99818 
8629	噓	25	0.01317 	99.99818 
8630	藚	25	0.01317 	99.99818 
8631	愝	25	0.01317 	99.99818 
8632	儼	25	0.01317 	99.99818 
8633	钇	25	0.01317 	99.99818 
8634	億	25	0.01317 	99.99819 
8635	麀	25	0.01317 	99.99819 
8636	懮	25	0.01317 	99.99819 
8637	嶽	25	0.01317 	99.99819 
8638	綻	25	0.01317 	99.99819 
8639	眞	25	0.01317 	99.99819 
8640	迍	25	0.01317 	99.99819 
8641	蔔	24	0.01264 	99.99820 
8642	雛	24	0.01264 	99.99820 
8643	娖	24	0.01264 	99.99820 
8644	誕	24	0.01264 	99.99820 
8645	唗	24	0.01264 	99.99820 
8646	荳	24	0.01264 	99.99820 
8647	鞥	24	0.01264 	99.99820 
8648	汎	24	0.01264 	99.99820 
8649	鈇	24	0.01264 	99.99821 
8650	鋼	24	0.01264 	99.99821 
8651	購	24	0.01264 	99.99821 
8652	闔	24	0.01264 	99.99821 
8653	鉷	24	0.01264 	99.99821 
8654	魟	24	0.01264 	99.99821 
8655	匯	24	0.01264 	99.99821 
8656	璾	24	0.01264 	99.99821 
8657	楗	24	0.01264 	99.99822 
8658	圧	24	0.01264 	99.99822 
8659	誇	24	0.01264 	99.99822 
8660	鏈	24	0.01264 	99.99822 
8661	瞜	24	0.01264 	99.99822 
8662	呂	24	0.01264 	99.99822 
8663	镎	24	0.01264 	99.99822 
8664	挷	24	0.01264 	99.99822 
8665	捊	24	0.01264 	99.99823 
8666	奷	24	0.01264 	99.99823 
8667	籤	24	0.01264 	99.99823 
8668	囷	24	0.01264 	99.99823 
8669	澀	24	0.01264 	99.99823 
8670	曬	24	0.01264 	99.99823 
8671	钐	24	0.01264 	99.99823 
8672	熌	24	0.01264 	99.99823 
8673	贳	24	0.01264 	99.99824 
8674	竢	24	0.01264 	99.99824 
8675	飼	24	0.01264 	99.99824 
8676	筭	24	0.01264 	99.99824 
8677	媧	24	0.01264 	99.99824 
8678	杇	24	0.01264 	99.99824 
8679	狹	24	0.01264 	99.99824 
8680	鸺	24	0.01264 	99.99824 
8681	歘	24	0.01264 	99.99825 
8682	廴	24	0.01264 	99.99825 
8683	澭	24	0.01264 	99.99825 
8684	矞	24	0.01264 	99.99825 
8685	璪	24	0.01264 	99.99825 
8686	嘖	24	0.01264 	99.99825 
8687	偵	24	0.01264 	99.99825 
8688	媜	24	0.01264 	99.99825 
8689	蹱	24	0.01264 	99.99826 
8690	芧	24	0.01264 	99.99826 
8691	凖	24	0.01264 	99.99826 
8692	盦	23	0.01212 	99.99826 
8693	貝	23	0.01212 	99.99826 
8694	醭	23	0.01212 	99.99826 
8695	腸	23	0.01212 	99.99826 
8696	漼	23	0.01212 	99.99826 
8697	鱽	23	0.01212 	99.99827 
8698	疊	23	0.01212 	99.99827 
8699	誐	23	0.01212 	99.99827 
8700	阨	23	0.01212 	99.99827 
8701	輔	23	0.01212 	99.99827 
8702	吿	23	0.01212 	99.99827 
8703	閣	23	0.01212 	99.99827 
8704	袞	23	0.01212 	99.99827 
8705	濄	23	0.01212 	99.99828 
8706	囍	23	0.01212 	99.99828 
8707	嚿	23	0.01212 	99.99828 
8708	禝	23	0.01212 	99.99828 
8709	蔣	23	0.01212 	99.99828 
8710	驕	23	0.01212 	99.99828 
8711	轎	23	0.01212 	99.99828 
8712	侷	23	0.01212 	99.99828 
8713	芵	23	0.01212 	99.99829 
8714	蟸	23	0.01212 	99.99829 
8715	砢	23	0.01212 	99.99829 
8716	曪	23	0.01212 	99.99829 
8717	絡	23	0.01212 	99.99829 
8718	邁	23	0.01212 	99.99829 
8719	禖	23	0.01212 	99.99829 
8720	曚	23	0.01212 	99.99829 
8721	挐	23	0.01212 	99.99829 
8722	萳	23	0.01212 	99.99830 
8723	擬	23	0.01212 	99.99830 
8724	囓	23	0.01212 	99.99830 
8725	潑	23	0.01212 	99.99830 
8726	謙	23	0.01212 	99.99830 
8727	竊	23	0.01212 	99.99830 
8728	胠	23	0.01212 	99.99830 
8729	審	23	0.01212 	99.99830 
8730	筍	23	0.01212 	99.99831 
8731	橝	23	0.01212 	99.99831 
8732	醰	23	0.01212 	99.99831 
8733	镋	23	0.01212 	99.99831 
8734	朣	23	0.01212 	99.99831 
8735	涴	23	0.01212 	99.99831 
8736	晼	23	0.01212 	99.99831 
8737	偽	23	0.01212 	99.99831 
8738	翾	23	0.01212 	99.99832 
8739	壄	23	0.01212 	99.99832 
8740	瘖	23	0.01212 	99.99832 
8741	灜	23	0.01212 	99.99832 
8742	郵	23	0.01212 	99.99832 
8743	畬	23	0.01212 	99.99832 
8744	骣	23	0.01212 	99.99832 
8745	辀	23	0.01212 	99.99832 
8746	甃	23	0.01212 	99.99833 
8747	僎	23	0.01212 	99.99833 
8748	絔	22	0.01159 	99.99833 
8749	鹎	22	0.01159 	99.99833 
8750	揙	22	0.01159 	99.99833 
8751	昞	22	0.01159 	99.99833 
8752	裯	22	0.01159 	99.99833 
8753	搗	22	0.01159 	99.99833 
8754	嶋	22	0.01159 	99.99833 
8755	顛	22	0.01159 	99.99834 
8756	哋	22	0.01159 	99.99834 
8757	棟	22	0.01159 	99.99834 
8758	耑	22	0.01159 	99.99834 
8759	擱	22	0.01159 	99.99834 
8760	槻	22	0.01159 	99.99834 
8761	軌	22	0.01159 	99.99834 
8762	囯	22	0.01159 	99.99834 
8763	嚆	22	0.01159 	99.99834 
8764	彙	22	0.01159 	99.99835 
8765	耠	22	0.01159 	99.99835 
8766	劐	22	0.01159 	99.99835 
8767	濩	22	0.01159 	99.99835 
8768	癨	22	0.01159 	99.99835 
8769	敧	22	0.01159 	99.99835 
8770	泂	22	0.01159 	99.99835 
8771	摎	22	0.01159 	99.99835 
8772	犋	22	0.01159 	99.99836 
8773	麕	22	0.01159 	99.99836 
8774	狜	22	0.01159 	99.99836 
8775	窾	22	0.01159 	99.99836 
8776	矌	22	0.01159 	99.99836 
8777	镴	22	0.01159 	99.99836 
8778	鳓	22	0.01159 	99.99836 
8779	蔹	22	0.01159 	99.99836 
8780	泙	22	0.01159 	99.99836 
8781	舖	22	0.01159 	99.99837 
8782	宆	22	0.01159 	99.99837 
8783	瀼	22	0.01159 	99.99837 
8784	込	22	0.01159 	99.99837 
8785	篛	22	0.01159 	99.99837 
8786	蘇	22	0.01159 	99.99837 
8787	鹔	22	0.01159 	99.99837 
8788	擡	22	0.01159 	99.99837 
8789	菼	22	0.01159 	99.99838 
8790	搯	22	0.01159 	99.99838 
8791	筳	22	0.01159 	99.99838 
8792	眮	22	0.01159 	99.99838 
8793	腽	22	0.01159 	99.99838 
8794	碨	22	0.01159 	99.99838 
8795	儛	22	0.01159 	99.99838 
8796	栒	22	0.01159 	99.99838 
8797	掞	22	0.01159 	99.99838 
8798	鴦	22	0.01159 	99.99839 
8799	倻	22	0.01159 	99.99839 
8800	蛦	22	0.01159 	99.99839 
8801	泆	22	0.01159 	99.99839 
8802	鹢	22	0.01159 	99.99839 
8803	鄘	22	0.01159 	99.99839 
8804	雝	22	0.01159 	99.99839 
8805	賊	22	0.01159 	99.99839 
8806	戦	22	0.01159 	99.99839 
8807	滯	22	0.01159 	99.99840 
8808	膣	22	0.01159 	99.99840 
8809	镃	22	0.01159 	99.99840 
8810	攽	21	0.01106 	99.99840 
8811	邉	21	0.01106 	99.99840 
8812	憯	21	0.01106 	99.99840 
8813	滄	21	0.01106 	99.99840 
8814	艙	21	0.01106 	99.99840 
8815	勅	21	0.01106 	99.99840 
8816	噇	21	0.01106 	99.99841 
8817	蔥	21	0.01106 	99.99841 
8818	尓	21	0.01106 	99.99841 
8819	澴	21	0.01106 	99.99841 
8820	喤	21	0.01106 	99.99841 
8821	績	21	0.01106 	99.99841 
8822	脥	21	0.01106 	99.99841 
8823	経	21	0.01106 	99.99841 
8824	朧	21	0.01106 	99.99841 
8825	靇	21	0.01106 	99.99842 
8826	駡	21	0.01106 	99.99842 
8827	朒	21	0.01106 	99.99842 
8828	鞶	21	0.01106 	99.99842 
8829	髈	21	0.01106 	99.99842 
8830	浿	21	0.01106 	99.99842 
8831	抷	21	0.01106 	99.99842 
8832	闋	21	0.01106 	99.99842 
8833	眘	21	0.01106 	99.99842 
8834	瞍	21	0.01106 	99.99843 
8835	穌	21	0.01106 	99.99843 
8836	餗	21	0.01106 	99.99843 
8837	譚	21	0.01106 	99.99843 
8838	饀	21	0.01106 	99.99843 
8839	萜	21	0.01106 	99.99843 
8840	誔	21	0.01106 	99.99843 
8841	銅	21	0.01106 	99.99843 
8842	賢	21	0.01106 	99.99843 
8843	銷	21	0.01106 	99.99844 
8844	噷	21	0.01106 	99.99844 
8845	婞	21	0.01106 	99.99844 
8846	洶	21	0.01106 	99.99844 
8847	鸴	21	0.01106 	99.99844 
8848	鐚	21	0.01106 	99.99844 
8849	巘	21	0.01106 	99.99844 
8850	鑰	21	0.01106 	99.99844 
8851	鄴	21	0.01106 	99.99844 
8852	吚	21	0.01106 	99.99845 
8853	隠	21	0.01106 	99.99845 
8854	怮	21	0.01106 	99.99845 
8855	譽	21	0.01106 	99.99845 
8856	軏	21	0.01106 	99.99845 
8857	抜	20	0.01054 	99.99845 
8858	舭	20	0.01054 	99.99845 
8859	斃	20	0.01054 	99.99845 
8860	飊	20	0.01054 	99.99845 
8861	馎	20	0.01054 	99.99846 
8862	偁	20	0.01054 	99.99846 
8863	踧	20	0.01054 	99.99846 
8864	躭	20	0.01054 	99.99846 
8865	淂	20	0.01054 	99.99846 
8866	撴	20	0.01054 	99.99846 
8867	遯	20	0.01054 	99.99846 
8868	钆	20	0.01054 	99.99846 
8869	葔	20	0.01054 	99.99846 
8870	謊	20	0.01054 	99.99846 
8871	漷	20	0.01054 	99.99847 
8872	瘕	20	0.01054 	99.99847 
8873	橿	20	0.01054 	99.99847 
8874	訣	20	0.01054 	99.99847 
8875	釦	20	0.01054 	99.99847 
8876	曠	20	0.01054 	99.99847 
8877	裩	20	0.01054 	99.99847 
8878	稂	20	0.01054 	99.99847 
8879	睖	20	0.01054 	99.99847 
8880	麥	20	0.01054 	99.99848 
8881	厖	20	0.01054 	99.99848 
8882	羃	20	0.01054 	99.99848 
8883	煵	20	0.01054 	99.99848 
8884	摰	20	0.01054 	99.99848 
8885	侫	20	0.01054 	99.99848 
8886	柈	20	0.01054 	99.99848 
8887	鈚	20	0.01054 	99.99848 
8888	噐	20	0.01054 	99.99848 
8889	杄	20	0.01054 	99.99848 
8890	嗛	20	0.01054 	99.99849 
8891	覷	20	0.01054 	99.99849 
8892	刄	20	0.01054 	99.99849 
8893	蒻	20	0.01054 	99.99849 
8894	脎	20	0.01054 	99.99849 
8895	鰣	20	0.01054 	99.99849 
8896	丗	20	0.01054 	99.99849 
8897	蒐	20	0.01054 	99.99849 
8898	灘	20	0.01054 	99.99849 
8899	餂	20	0.01054 	99.99850 
8900	朓	20	0.01054 	99.99850 
8901	魋	20	0.01054 	99.99850 
8902	饦	20	0.01054 	99.99850 
8903	窪	20	0.01054 	99.99850 
8904	渦	20	0.01054 	99.99850 
8905	盻	20	0.01054 	99.99850 
8906	陜	20	0.01054 	99.99850 
8907	纖	20	0.01054 	99.99850 
8908	鹹	20	0.01054 	99.99850 
8909	啞	20	0.01054 	99.99851 
8910	靨	20	0.01054 	99.99851 
8911	宧	20	0.01054 	99.99851 
8912	轅	20	0.01054 	99.99851 
8913	慍	20	0.01054 	99.99851 
8914	債	20	0.01054 	99.99851 
8915	漲	20	0.01054 	99.99851 
8916	鄭	20	0.01054 	99.99851 
8917	鐏	20	0.01054 	99.99851 
8918	薆	19	0.01001 	99.99852 
8919	奡	19	0.01001 	99.99852 
8920	沘	19	0.01001 	99.99852 
8921	嗶	19	0.01001 	99.99852 
8922	侼	19	0.01001 	99.99852 
8923	噠	19	0.01001 	99.99852 
8924	耵	19	0.01001 	99.99852 
8925	靪	19	0.01001 	99.99852 
8926	胐	19	0.01001 	99.99852 
8927	糞	19	0.01001 	99.99852 
8928	綱	19	0.01001 	99.99853 
8929	雚	19	0.01001 	99.99853 
8930	鬹	19	0.01001 	99.99853 
8931	駭	19	0.01001 	99.99853 
8932	艱	19	0.01001 	99.99853 
8933	瀞	19	0.01001 	99.99853 
8934	懇	19	0.01001 	99.99853 
8935	楛	19	0.01001 	99.99853 
8936	膦	19	0.01001 	99.99853 
8937	矓	19	0.01001 	99.99853 
8938	僇	19	0.01001 	99.99854 
8939	巒	19	0.01001 	99.99854 
8940	镅	19	0.01001 	99.99854 
8941	祙	19	0.01001 	99.99854 
8942	皏	19	0.01001 	99.99854 
8943	豈	19	0.01001 	99.99854 
8944	棬	19	0.01001 	99.99854 
8945	隢	19	0.01001 	99.99854 
8946	壽	19	0.01001 	99.99854 
8947	樉	19	0.01001 	99.99854 
8948	舑	19	0.01001 	99.99855 
8949	癱	19	0.01001 	99.99855 
8950	縢	19	0.01001 	99.99855 
8951	渟	19	0.01001 	99.99855 
8952	禿	19	0.01001 	99.99855 
8953	稌	19	0.01001 	99.99855 
8954	剬	19	0.01001 	99.99855 
8955	滃	19	0.01001 	99.99855 
8956	娭	19	0.01001 	99.99855 
8957	粞	19	0.01001 	99.99855 
8958	潝	19	0.01001 	99.99856 
8959	効	19	0.01001 	99.99856 
8960	屭	19	0.01001 	99.99856 
8961	廞	19	0.01001 	99.99856 
8962	嬿	19	0.01001 	99.99856 
8963	咉	19	0.01001 	99.99856 
8964	殽	19	0.01001 	99.99856 
8965	螢	19	0.01001 	99.99856 
8966	暎	19	0.01001 	99.99856 
8967	緼	19	0.01001 	99.99856 
8968	韻	19	0.01001 	99.99857 
8969	膪	19	0.01001 	99.99857 
8970	徴	19	0.01001 	99.99857 
8971	晸	19	0.01001 	99.99857 
8972	扺	19	0.01001 	99.99857 
8973	驟	19	0.01001 	99.99857 
8974	玆	19	0.01001 	99.99857 
8975	掫	19	0.01001 	99.99857 
8976	憊	18	0.00948 	99.99857 
8977	珌	18	0.00948 	99.99857 
8978	疪	18	0.00948 	99.99858 
8979	缏	18	0.00948 	99.99858 
8980	蠙	18	0.00948 	99.99858 
8981	砵	18	0.00948 	99.99858 
8982	蔀	18	0.00948 	99.99858 
8983	燦	18	0.00948 	99.99858 
8984	鸧	18	0.00948 	99.99858 
8985	襯	18	0.00948 	99.99858 
8986	遫	18	0.00948 	99.99858 
8987	寵	18	0.00948 	99.99858 
8988	慒	18	0.00948 	99.99858 
8989	篴	18	0.00948 	99.99859 
8990	鮗	18	0.00948 	99.99859 
8991	篤	18	0.00948 	99.99859 
8992	囮	18	0.00948 	99.99859 
8993	筦	18	0.00948 	99.99859 
8994	暤	18	0.00948 	99.99859 
8995	頀	18	0.00948 	99.99859 
8996	擭	18	0.00948 	99.99859 
8997	虀	18	0.00948 	99.99859 
8998	巜	18	0.00948 	99.99859 
8999	擴	18	0.00948 	99.99860 
9000	攔	18	0.00948 	99.99860 
9001	咾	18	0.00948 	99.99860 
9002	癃	18	0.00948 	99.99860 
9003	嚨	18	0.00948 	99.99860 
9004	躘	18	0.00948 	99.99860 
9005	嬤	18	0.00948 	99.99860 
9006	獰	18	0.00948 	99.99860 
9007	鈕	18	0.00948 	99.99860 
9008	柸	18	0.00948 	99.99860 
9009	軿	18	0.00948 	99.99860 
9010	酺	18	0.00948 	99.99861 
9011	贌	18	0.00948 	99.99861 
9012	嗆	18	0.00948 	99.99861 
9013	碻	18	0.00948 	99.99861 
9014	虇	18	0.00948 	99.99861 
9015	宭	18	0.00948 	99.99861 
9016	騒	18	0.00948 	99.99861 
9017	袑	18	0.00948 	99.99861 
9018	侁	18	0.00948 	99.99861 
9019	摗	18	0.00948 	99.99861 
9020	逷	18	0.00948 	99.99862 
9021	坉	18	0.00948 	99.99862 
9022	鮀	18	0.00948 	99.99862 
9023	吳	18	0.00948 	99.99862 
9024	縣	18	0.00948 	99.99862 
9025	呴	18	0.00948 	99.99862 
9026	醑	18	0.00948 	99.99862 
9027	昫	18	0.00948 	99.99862 
9028	醃	18	0.00948 	99.99862 
9029	魘	18	0.00948 	99.99862 
9030	祅	18	0.00948 	99.99862 
9031	洢	18	0.00948 	99.99863 
9032	铟	18	0.00948 	99.99863 
9033	迶	18	0.00948 	99.99863 
9034	漁	18	0.00948 	99.99863 
9035	黦	18	0.00948 	99.99863 
9036	煴	18	0.00948 	99.99863 
9037	栆	18	0.00948 	99.99863 
9038	邅	18	0.00948 	99.99863 
9039	铚	18	0.00948 	99.99863 
9040	柷	18	0.00948 	99.99863 
9041	疰	18	0.00948 	99.99864 
9042	瑑	18	0.00948 	99.99864 
9043	葊	17	0.00896 	99.99864 
9044	磝	17	0.00896 	99.99864 
9045	豝	17	0.00896 	99.99864 
9046	剝	17	0.00896 	99.99864 
9047	狽	17	0.00896 	99.99864 
9048	鏰	17	0.00896 	99.99864 
9049	皀	17	0.00896 	99.99864 
9050	変	17	0.00896 	99.99864 
9051	辮	17	0.00896 	99.99864 
9052	鏢	17	0.00896 	99.99865 
9053	餅	17	0.00896 	99.99865 
9054	棌	17	0.00896 	99.99865 
9055	剷	17	0.00896 	99.99865 
9056	敊	17	0.00896 	99.99865 
9057	倕	17	0.00896 	99.99865 
9058	鬴	17	0.00896 	99.99865 
9059	筸	17	0.00896 	99.99865 
9060	僱	17	0.00896 	99.99865 
9061	鞎	17	0.00896 	99.99865 
9062	恗	17	0.00896 	99.99865 
9063	嘩	17	0.00896 	99.99865 
9064	檓	17	0.00896 	99.99866 
9065	鑯	17	0.00896 	99.99866 
9066	暕	17	0.00896 	99.99866 
9067	屆	17	0.00896 	99.99866 
9068	搢	17	0.00896 	99.99866 
9069	韮	17	0.00896 	99.99866 
9070	踘	17	0.00896 	99.99866 
9071	蠟	17	0.00896 	99.99866 
9072	漤	17	0.00896 	99.99866 
9073	蜋	17	0.00896 	99.99866 
9074	耢	17	0.00896 	99.99866 
9075	瓃	17	0.00896 	99.99867 
9076	藟	17	0.00896 	99.99867 
9077	褵	17	0.00896 	99.99867 
9078	槤	17	0.00896 	99.99867 
9079	鰡	17	0.00896 	99.99867 
9080	竜	17	0.00896 	99.99867 
9081	瓏	17	0.00896 	99.99867 
9082	嚧	17	0.00896 	99.99867 
9083	鹵	17	0.00896 	99.99867 
9084	昩	17	0.00896 	99.99867 
9085	毣	17	0.00896 	99.99867 
9086	倷	17	0.00896 	99.99868 
9087	湳	17	0.00896 	99.99868 
9088	铌	17	0.00896 	99.99868 
9089	釀	17	0.00896 	99.99868 
9090	瓫	17	0.00896 	99.99868 
9091	喯	17	0.00896 	99.99868 
9092	憵	17	0.00896 	99.99868 
9093	啓	17	0.00896 	99.99868 
9094	兛	17	0.00896 	99.99868 
9095	硚	17	0.00896 	99.99868 
9096	靑	17	0.00896 	99.99868 
9097	臞	17	0.00896 	99.99869 
9098	絨	17	0.00896 	99.99869 
9099	鎔	17	0.00896 	99.99869 
9100	鬺	17	0.00896 	99.99869 
9101	儵	17	0.00896 	99.99869 
9102	璹	17	0.00896 	99.99869 
9103	繐	17	0.00896 	99.99869 
9104	咷	17	0.00896 	99.99869 
9105	屜	17	0.00896 	99.99869 
9106	涶	17	0.00896 	99.99869 
9107	嫵	17	0.00896 	99.99869 
9108	唌	17	0.00896 	99.99870 
9109	挦	17	0.00896 	99.99870 
9110	嘨	17	0.00896 	99.99870 
9111	遜	17	0.00896 	99.99870 
9112	瑤	17	0.00896 	99.99870 
9113	耰	17	0.00896 	99.99870 
9114	扜	17	0.00896 	99.99870 
9115	寃	17	0.00896 	99.99870 
9116	杬	17	0.00896 	99.99870 
9117	抯	17	0.00896 	99.99870 
9118	趙	17	0.00896 	99.99870 
9119	鬒	17	0.00896 	99.99871 
9120	鈡	17	0.00896 	99.99871 
9121	鰲	16	0.00843 	99.99871 
9122	栢	16	0.00843 	99.99871 
9123	鰏	16	0.00843 	99.99871 
9124	觱	16	0.00843 	99.99871 
9125	碥	16	0.00843 	99.99871 
9126	駁	16	0.00843 	99.99871 
9127	愖	16	0.00843 	99.99871 
9128	挰	16	0.00843 	99.99871 
9129	錞	16	0.00843 	99.99871 
9130	玼	16	0.00843 	99.99871 
9131	镩	16	0.00843 	99.99872 
9132	礑	16	0.00843 	99.99872 
9133	觝	16	0.00843 	99.99872 
9134	绖	16	0.00843 	99.99872 
9135	緞	16	0.00843 	99.99872 
9136	箙	16	0.00843 	99.99872 
9137	簠	16	0.00843 	99.99872 
9138	乢	16	0.00843 	99.99872 
9139	搆	16	0.00843 	99.99872 
9140	頷	16	0.00843 	99.99872 
9141	狢	16	0.00843 	99.99872 
9142	鰉	16	0.00843 	99.99872 
9143	宊	16	0.00843 	99.99873 
9144	藠	16	0.00843 	99.99873 
9145	岕	16	0.00843 	99.99873 
9146	燼	16	0.00843 	99.99873 
9147	莖	16	0.00843 	99.99873 
9148	豤	16	0.00843 	99.99873 
9149	鲙	16	0.00843 	99.99873 
9150	儈	16	0.00843 	99.99873 
9151	欵	16	0.00843 	99.99873 
9152	籟	16	0.00843 	99.99873 
9153	蘿	16	0.00843 	99.99873 
9154	犖	16	0.00843 	99.99873 
9155	蔴	16	0.00843 	99.99874 
9156	莾	16	0.00843 	99.99874 
9157	眫	16	0.00843 	99.99874 
9158	矈	16	0.00843 	99.99874 
9159	麑	16	0.00843 	99.99874 
9160	襛	16	0.00843 	99.99874 
9161	汸	16	0.00843 	99.99874 
9162	賠	16	0.00843 	99.99874 
9163	慽	16	0.00843 	99.99874 
9164	臍	16	0.00843 	99.99874 
9165	蹺	16	0.00843 	99.99874 
9166	睄	16	0.00843 	99.99874 
9167	坵	16	0.00843 	99.99875 
9168	擩	16	0.00843 	99.99875 
9169	揌	16	0.00843 	99.99875 
9170	羶	16	0.00843 	99.99875 
9171	脤	16	0.00843 	99.99875 
9172	涭	16	0.00843 	99.99875 
9173	簑	16	0.00843 	99.99875 
9174	渧	16	0.00843 	99.99875 
9175	殢	16	0.00843 	99.99875 
9176	鉄	16	0.00843 	99.99875 
9177	筩	16	0.00843 	99.99875 
9178	妧	16	0.00843 	99.99875 
9179	葦	16	0.00843 	99.99876 
9180	呉	16	0.00843 	99.99876 
9181	旿	16	0.00843 	99.99876 
9182	晛	16	0.00843 	99.99876 
9183	揳	16	0.00843 	99.99876 
9184	鬵	16	0.00843 	99.99876 
9185	茓	16	0.00843 	99.99876 
9186	焄	16	0.00843 	99.99876 
9187	鴳	16	0.00843 	99.99876 
9188	験	16	0.00843 	99.99876 
9189	謠	16	0.00843 	99.99876 
9190	滛	16	0.00843 	99.99876 
9191	霙	16	0.00843 	99.99877 
9192	嵎	16	0.00843 	99.99877 
9193	睮	16	0.00843 	99.99877 
9194	髃	16	0.00843 	99.99877 
9195	蓣	16	0.00843 	99.99877 
9196	籥	16	0.00843 	99.99877 
9197	勻	16	0.00843 	99.99877 
9198	簮	16	0.00843 	99.99877 
9199	曽	16	0.00843 	99.99877 
9200	劄	16	0.00843 	99.99877 
9201	栴	16	0.00843 	99.99877 
9202	衆	16	0.00843 	99.99878 
9203	鴸	16	0.00843 	99.99878 
9204	畷	16	0.00843 	99.99878 
9205	菝	15	0.00790 	99.99878 
9206	蝂	15	0.00790 	99.99878 
9207	鞆	15	0.00790 	99.99878 
9208	嵖	15	0.00790 	99.99878 
9209	怊	15	0.00790 	99.99878 
9210	熾	15	0.00790 	99.99878 
9211	錘	15	0.00790 	99.99878 
9212	蝽	15	0.00790 	99.99878 
9213	惙	15	0.00790 	99.99878 
9214	賨	15	0.00790 	99.99878 
9215	咑	15	0.00790 	99.99879 
9216	獃	15	0.00790 	99.99879 
9217	泹	15	0.00790 	99.99879 
9218	旳	15	0.00790 	99.99879 
9219	弔	15	0.00790 	99.99879 
9220	釘	15	0.00790 	99.99879 
9221	吪	15	0.00790 	99.99879 
9222	棐	15	0.00790 	99.99879 
9223	屝	15	0.00790 	99.99879 
9224	镄	15	0.00790 	99.99879 
9225	唝	15	0.00790 	99.99879 
9226	鉤	15	0.00790 	99.99879 
9227	苽	15	0.00790 	99.99879 
9228	枴	15	0.00790 	99.99880 
9229	豗	15	0.00790 	99.99880 
9230	踖	15	0.00790 	99.99880 
9231	榢	15	0.00790 	99.99880 
9232	捁	15	0.00790 	99.99880 
9233	鈌	15	0.00790 	99.99880 
9234	莙	15	0.00790 	99.99880 
9235	誙	15	0.00790 	99.99880 
9236	骻	15	0.00790 	99.99880 
9237	饋	15	0.00790 	99.99880 
9238	铼	15	0.00790 	99.99880 
9239	悢	15	0.00790 	99.99880 
