的	dbui
簁	spue
簁	xpue
簛	spue
帹	sjia
萐	scei
喢	skia
翜	svao
箑	spue
翣	svao
閯	smia
閷	spuo
鎩	sjuo
榝	xmei
樧	smei
魦	svua
儍	srui
繌	sjaa
倽	srui
猀	squa
粆	cmou
鯋	svua
繺	sjaa
硰	ssoo
硰	csoo
蔱	scei
唦	gkia
唦	skia
挱	sfei
璱	swee
瀒	sdoo
乷	szoo
鬙	sbei
閪	smia
縇	sjaa
槮	smei
襂	snoa
篸	zpue
篸	spue
篸	cpue
繬	sjaa
穯	shue
轖	scei
鏼	sjuo
譅	syoe
飋	sfua
裇	xnoa
聓	xvei
摋	sfei
隡	svai
馺	smei
桬	smoo
钑	jjue
钑	sjue
訯	syoe
靸	sgei
靸	tgei
潵	sdoo
鳃	xvua
顋	syia
僿	srui
簺	spue
虄	scei
嘥	skia
毸	smue
櫒	cmei
栍	smei
毢	smue
愢	sloo
揌	sfei
蜹	rcia
蜹	wcia
鋭	rjuo
叡	ryie
壡	rbie
橍	rmei
挼	sfei
挼	nfei
挼	rfei
捼	nfei
捼	rfei
叒	ryao
篛	rpue
爇	rcei
鰙	rvua
鰯	rvua
鶸	rnae
閠	rmia
鄀	rvei
婼	cnau
婼	rnau
渃	rdoo
焫	rhou
楉	rmei
嵶	rsia
蒻	rcei
渪	rdoo
筎	rpue
蒘	nsei
桇	ymau
袽	rnoa
鴑	rnau
鴽	rnau
曘	rqia
燸	rhou
繻	xjaa
嬬	xnau
嬬	rnau
嗕	rkia
嗕	nkia
媷	rnau
扖	rfei
込	rluo
杁	rmei
醹	ryei
肗	rvua
蕠	rcei
鱬	rvua
蕋	rcei
橤	rmoa
繠	rxoa
蘂	rmei
蘃	rmei
汭	rdoo
媆	nnau
愞	rloo
瑌	rwee
腝	nvua
嫰	nnau
碝	rseu
緛	rjaa
蝡	rcia
輭	rcei
瓀	rwee
礝	rseu
桵	rmei
甤	rseu
緌	rjaa
鳰	rruo
鄏	rveu
耎	ndeu
耎	rdeu
偄	rrui
偄	nrui
擩	rfei
堧	rtei
撋	rfei
壖	rtei
炔	jhou
虇	qcei
虇	hcei
蒛	qcei
巻	qjou
牶	qnou
椦	qmei
勧	qlue
韏	jwou
烇	qhou
汱	qdoo
汱	fdoo
甽	ztia
甽	qtia
孉	qnau
巏	qsia
齤	qcou
蠸	qcia
蠸	hcia
硞	qseu
埆	qtei
崅	qsia
塙	qtei
搉	qfei
皵	qpei
碏	qseu
舃	xjui
墧	qtei
慤	qxei
毃	ksoe
毃	qsoe
礐	hsui
礐	qsui
輑	ycei
宭	jgoo
宭	qgoo
帬	qjae
礭	qseu
夋	qsao
囷	jkia
囷	qkia
峮	qsia
髥	rbei
嘫	rkia
羣	qyae
趞	qzei
燩	qhou
裠	qyae
亽	jruo
罖	wzia
囕	rkia
呥	rkia
肰	rvua
衻	rnoa
袇	rnoa
蚦	rcia
袡	rnoa
躟	rzia
鬤	nbei
鬤	rbei
壌	rtei
姌	rnau
繎	rjaa
冄	rkia
珃	rwee
媣	rnau
蒅	rcei
橪	ymei
橪	rmei
穣	rhue
儴	rrui
勷	rloe
瀼	rdoo
獽	rqua
蘘	rcei
爙	shou
爙	rhou
纕	rjaa
纕	xjaa
懹	rloo
譲	ryoe
隢	rvai
桡	nmei
襓	rnoa
扰	yfei
遶	rlei
犪	knue
栄	rmoo
茙	rcei
峵	rsia
毧	rmue
烿	rhou
媶	rnau
辸	rlau
礽	rnoa
芿	rcei
陾	rvai
驲	rmaa
囸	rkia
釰	rjuo
鈤	rjuo
鈤	njuo
葚	rcei
靭	rgei
靱	rgei
餁	rsuo
恁	rxui
梕	rmei
袵	rnoa
絍	rjaa
腍	dvua
腍	rvua
杒	vmei
牣	rnue
纴	rjaa
肕	rvua
姙	rnau
仭	rrui
讱	ryoa
刄	rdau
屻	rsia
扨	rfei
忈	rvee
朲	rmei
忎	rxue
秂	rhue
芢	rcei
鈓	rjuo
魜	rvua
銋	rjuo
鵀	rnui
綛	rjaa
躵	rsui
栠	rmui
栣	rmei
荵	rcei
秹	rhue
棯	rmei
褣	rnoa
镕	rjue
氄	rmao
縙	rjaa
螎	rcia
駥	xmei
駥	rmei
髶	rbei
嬫	rnau
宂	rgoo
傇	rrui
軵	fcei
軵	rcei
穃	rhue
厹	qsua
厹	rsua
禸	rkia
羢	ryou
嫆	ynau
嫆	rnau
嵤	rsou
搈	rfei
搑	nfei
摉	rfei
榵	rmei
瓇	rwee
騥	rmei
鰇	rvua
鶔	rnao
楺	rmei
煣	rhou
韖	rwai
輮	rcei
鍒	rjuo
侞	rrui
帤	rjau
宍	rgoo
嶿	rsia
邚	rnau
蝚	rcia
蝚	ncia
瀜	rdoo
曧	rqia
渘	rdoo
葇	rcei
瑈	rwee
腬	rvua
瑢	rwee
穁	rhue
爃	rhou
粈	rmou
粈	nmou
媃	rnau
寍	ngoo
寕	ngoo
寜	ngoo
拰	nfei
宁	zgoo
钀	njuo
脌	nvua
囜	nkia
櫱	nmai
籋	npue
籋	mpue
闑	nmia
孼	nzai
嚙	nkia
巕	nsia
糱	nmai
糵	nmei
蠥	ncai
囓	nkia
讘	zyoe
讘	jyoe
嬝	nnau
褭	nwoe
揑	nfei
帇	nxae
圼	nqia
苶	ncei
枿	nmei
惗	nloo
菍	ncei
嶭	nsia
嶭	vsia
篞	npue
臲	nzui
錜	njuo
喦	ysia
敜	nwuo
敜	dwuo
嵲	nsia
鉩	xjuo
踂	nzia
噛	ykia
摰	csei
槷	ymei
槷	nmei
踗	nzia
踙	nzia
踙	jzia
醸	nyei
艌	nzuu
嬢	nnau
孃	nnau
茒	ycei
裊	nyui
淰	ndoo
涊	ndoo
姩	nnau
簐	npue
蹨	nzia
躎	nzia
卄	nhei
胒	nvua
麑	nloe
齯	ncie
臡	nhei
伱	nrui
痆	nboe
眤	nmia
堄	ntei
惄	nxie
嫟	nnau
愵	nloo
鵇	nnue
鮎	nvua
秊	nhue
哖	nkia
秥	nhue
嬺	ynau
暱	nqia
縌	njaa
衂	nxui
籹	nmou
砮	nsau
女	rzau
朒	nvua
奻	nnau
渜	ndoo
暖	xqia
獳	nqua
檽	nmei
檽	vmei
鎒	njuo
鐞	njuo
譳	nyoe
伖	nrui
伮	nrui
笯	npue
傉	jrui
傉	nrui
搙	nfei
榒	nmei
稬	nhue
橠	nmei
蹃	rzia
糑	nmou
鍩	njuo
桛	nmei
噢	ykia
懧	nloo
糥	nmou
穤	nhue
掿	nfei
逽	nlei
搻	nruo
梛	nmei
煖	xhou
煖	nhou
煗	nhou
餪	nsuo
硸	nseu
黁	nmoe
燶	nhou
郍	nzuu
靵	ngei
莥	ncei
莥	ccei
秾	nhue
辳	ncei
憹	nloo
挊	nfei
挵	nfei
癑	nboe
齈	nbui
羺	nyou
譨	nyoe
啂	nkia
槈	nmei
蕽	ncei
禯	nnoa
襛	nnoa
醲	nyei
欁	nmei
繷	njaa
侫	nrui
嬣	nnau
鑏	njuo
鬡	nbei
鸋	nnoo
橣	nmei
矃	nmia
儜	nrui
薴	zcei
薴	ncei
沑	ndoo
杻	cmei
杻	nmei
炄	nhou
寗	ngoo
澝	ndoo
泞	zdoo
汼	ydoo
獏	mqua
墲	mtei
氁	mmue
瞴	wmia
鴾	mnao
麰	mmei
蟱	wcia
鉾	mjuo
凩	mjua
畞	mhei
砪	mseu
畮	mtia
鉧	mjuo
踇	mzia
峔	msia
牳	mnue
畆	msoe
畒	mroe
胟	mvua
娒	mnau
挐	nsau
挐	rsau
誽	nyoe
樢	nmei
艒	mzuu
霂	mveo
鞪	mgao
旀	mfoe
丆	sheu
椧	mmei
拏	nsau
炑	mhou
狇	mqua
毣	mvao
莯	mcei
蚞	mcia
萺	mcei
雮	mveo
幙	mjia
慔	mloo
楘	mmao
吶	nkia
妠	nnau
乸	nmai
雫	nveo
笝	npue
豽	nzuo
軜	ncei
貀	dzuo
疓	nboe
妳	nnau
廼	nlei
迺	nlei
倷	nrui
釢	njuo
嬭	nnau
嗱	nkia
蒳	ncei
靹	ngei
魶	nvua
腉	nvua
熋	nhao
摨	nfei
孻	nzai
氖	mque
袦	nnoa
渿	ndoo
渿	qdoo
褦	nnoa
螚	ncao
錼	njuo
煵	nhou
諵	nyoe
遖	nlei
暔	nqia
抩	nfei
抩	tfei
枏	nmei
枬	nmei
侽	nrui
柟	nmei
娚	nnau
畘	ntia
莮	ncei
夒	nweu
譊	nyoe
嶩	nsia
獶	nqua
巎	nsia
獿	nqua
匘	nhua
脳	nvua
閙	nmia
臑	nvua
臑	rvua
抐	nfei
眲	vmia
悩	nloo
婥	nnau
婥	cnau
嫐	nnau
碯	nseu
戁	nxei
婻	nnau
揇	nfei
湳	ndoo
萳	ncei
欜	nmei
乪	nzai
嚢	nhei
蠰	rcia
蠰	ncia
蠰	scia
鬞	nbei
蛲	rcia
詉	nyoe
碙	nseu
碙	gseu
怓	nloo
峱	nqua
灢	ndoo
儾	nrui
齉	nbui
孬	hheu
檂	nmei
擃	kfei
擃	nfei
娞	snau
娞	nnau
腇	nvua
鮾	nvua
鯘	nvua
鈪	vjuo
銰	njuo
啱	ykia
莻	ncei
獉	zqua
槇	dmei
殝	zdeu
瑧	jwee
碪	zseu
禛	znoa
潧	zdoo
薽	zcei
錱	zjuo
轃	zcei
鍖	cjuo
鍼	zjuo
籈	zpue
籈	jpue
鱵	zvua
屒	zsae
眞	zbua
敒	zrui
桭	zmei
酙	zyei
寊	zgoo
葴	xcei
葴	zcei
遉	zlie
搸	zfei
蒖	zcei
抮	zfei
駗	zmei
嫃	znau
縥	zjaa
辴	zcia
辴	ccia
鬒	zbei
黰	zhia
圳	ctei
鉁	zjuo
靕	zqei
樼	zmei
澵	qdoo
姫	jnau
弫	zgae
昣	zqia
眕	zmia
袗	znoa
紾	zjaa
紾	tjaa
聄	zvei
萙	zcei
裖	cnoa
裖	znoa
覙	ljua
瘬	zboe
厇	zceu
嫬	snau
嫬	znau
肈	zvoa
埑	ztei
粍	lmou
粍	hmou
粍	mmou
袩	cnoa
啠	zkuu
悊	zxei
悊	qxei
晢	zqei
晣	zqia
輙	zcei
銸	njuo
辙	ccea
樀	dmei
詟	zleu
喆	ztei
棏	zmei
歽	zdeu
矺	tseu
矺	dseu
砓	zseu
籷	zmou
虴	zcia
褶	xnoa
讁	zyoe
襵	znoa
嚞	ztei
謺	zyei
鮿	zvua
蟅	zcia
樜	zmei
淛	zdoo
嗻	zkia
浈	cdoo
珎	zwee
帪	zjia
栕	ymei
禃	znoa
聀	zvei
聁	zvei
釞	zjuo
蘵	zcei
鼅	zmue
禵	znoa
坧	ztei
姪	znau
値	zrui
秓	zhue
秖	zhue
胑	zvua
馶	zmei
鳷	znei
謢	zyoe
謢	hyoe
鴲	znua
戠	syoe
戠	zyoe
戠	cyoe
椥	zmei
臸	jtea
臸	ztea
搘	zfei
禔	tnoa
禔	znoa
綕	zjaa
榰	zmei
衹	qnoa
衹	znoa
衼	znoa
倁	zrui
疷	zboe
祬	znoa
秪	zhue
秪	dhue
祗	dnoa
徔	zcuu
鴊	znei
巵	zpuu
汥	zdoo
汥	jdoo
枝	qmei
証	zyoe
眹	zmia
鋴	zjuo
鎭	zjuo
怔	lloo
佂	zrui
姃	znau
黮	thia
凧	zjua
塦	ztai
揕	zfei
絼	zjaa
蜄	zcia
敶	cvai
敶	zvai
誫	zyoe
栚	zmei
纼	yjaa
纼	zjaa
侲	zrui
挋	zfei
埩	ztei
崝	zsia
崝	csia
烝	zlai
眐	zmia
炡	zhou
徰	zcuu
媜	znau
揁	kfei
聇	zvei
徴	zcuu
掟	dfei
塣	ctoo
塣	ztoo
晸	zqia
愸	zxei
撜	zfei
踭	zzia
篜	zpue
鬇	zbei
癥	zboe
氶	zzai
抍	zfei
糽	zjaa
骣	zmaa
傽	zrui
弡	jgae
慞	zloo
粻	cmou
蔁	zcei
遧	zloe
暲	zqia
戦	zgoo
嶘	zsia
輚	zcei
虥	zhie
虦	zgea
覱	zjei
轏	zcei
菚	zcei
偡	zrui
桟	zmei
佔	zrui
飐	zfua
嶃	zsia
榐	zmei
辗	ncea
皽	zpoe
黵	dhia
黵	zhia
嫸	znau
醆	zyei
橏	zmei
蹍	zzia
蹍	nzia
氊	zmue
讝	zyoe
拃	zfei
饘	zsuo
鳣	svua
鳣	zvua
驙	zmei
魙	zgoo
魙	cgoo
罀	zfue
肁	zhoa
旐	zfoe
箌	zpue
箌	dpue
曌	zgia
燳	zhou
鮡	tvua
鮡	zvua
櫂	zmei
瞾	zmia
羄	zzia
鉊	zjuo
駋	zmei
窼	kxoo
鍣	zjuo
爫	zzuo
炤	zhou
盄	zmae
妱	znau
巶	zjau
瑵	zwee
枛	jmei
垗	ztei
狣	zqua
痮	zboe
墇	ztei
瞕	zmia
佋	srui
扙	zfei
粀	zmou
鏱	zjuo
騿	zmei
鱆	zvua
麞	zloe
琖	zwee
餦	zsuo
涱	zdoo
幥	zjia
礃	zseu
鞝	zgei
鞝	sgei
鐣	zjuo
醡	zyei
夈	zwua
粂	zmua
捚	zfei
斎	zsoe
斏	lwoe
榸	zmei
痄	cboe
宱	zgoo
搾	zfei
搩	zfei
鲊	zvua
鲝	zyou
踷	zzia
灹	zhou
奓	sdeu
奓	zdeu
鉙	zjuo
蛅	zcia
蛅	rcia
飦	jsuo
飦	zsuo
惉	cxoo
詀	zyoe
趈	zzei
薝	zcei
邅	zloe
霑	zveo
鹯	znoe
旜	zfoe
噡	zkia
嶦	zsia
閚	zmia
栴	zmei
甴	ykia
溠	zdoo
皶	zpei
箚	zpue
樝	zmei
觰	zjua
觰	djua
皻	zpie
皼	gpei
譇	syoe
譇	zyoe
蚻	zcei
煠	zhou
煠	yhou
牐	zpui
霅	zveo
譗	zyoe
厏	zceu
苲	zcei
偧	zrui
迊	ylei
抯	zfei
挓	zfei
柤	zmei
譄	zyoe
鱛	zvua
増	ztei
鄫	cvou
橧	zmei
熷	zhou
璔	zwee
矰	zsue
磳	zseu
魊	ygui
葾	ycei
棩	ymei
蒬	ycei
蜎	ycia
鹓	ynoo
寃	ygoo
渁	ydoo
渆	ydoo
渕	ydoo
惌	yxoo
贠	ysao
邧	yvee
杬	ymei
蜵	ycia
駌	ymua
鋺	wjuo
鋺	yjuo
嬽	ynau
灁	ydoo
鼘	ytei
鼝	ydoo
燏	yhou
櫲	ymei
饇	ysuo
蘛	ycei
籞	ypue
鱊	yvua
轝	ycui
鐭	vjuo
霱	yveo
欎	ymei
驈	ymei
剈	ylia
爩	yhou
囦	ykia
弲	ygae
悁	yloo
悁	jloo
鸒	ynui
欝	ymei
軉	ysui
鬰	ymei
錥	yjuo
灪	ydoo
稢	yhue
罭	yzia
蒮	ycei
愈	wxuo
滪	ydoo
嶎	ysia
戫	ygeu
喅	ykia
喩	ykia
逳	yloe
淢	ydoo
淯	ydoo
袬	ywoe
媀	ynau
庽	ygoe
棛	ymei
棜	ymei
棫	ymei
焴	yhou
琙	ywee
矞	yzao
癒	yboe
礜	ysui
穥	yhue
篽	ypue
繘	yjaa
醧	vyei
醧	yyei
鴥	ynui
鴧	rnoo
鴪	yxoo
儥	drui
儥	yrui
儥	mrui
礇	yseu
輍	ycei
銉	yjuo
隩	yvai
隩	vvai
噊	ykia
慾	yxuo
稶	yhue
蓹	ycei
薁	ycei
瘉	yboe
緎	yjaa
蜟	ycia
遹	ylao
鋊	yjuo
鳿	ywee
籆	ypue
蘥	ycei
黦	yhia
爚	yhou
禴	ynoa
篗	ypue
閲	ymia
嬳	ynau
鈅	yjuo
籥	ypue
鸑	ynua
籰	ypue
龥	yyuo
鸙	ynuo
蒀	ycei
煴	yhou
蒕	ycei
熅	yhou
奫	ydeu
蝹	ycia
赟	yboe
頵	yyae
頵	jyae
馧	whue
汋	zdoo
岄	ysia
抈	yfei
礿	ynoa
月	rpua
禐	ynoa
曱	yqia
箹	ypue
矱	hsue
矱	ysue
彟	yxae
捳	yfei
跀	yzia
蚎	ycia
蚏	ycia
軏	ycei
軏	wcei
戉	ygea
枂	ymei
犛	lnee
犛	mnee
淚	ldoo
類	lyou
纇	lyou
誄	lyoe
壘	ltia
鐳	ljuo
餎	lsuo
餎	gsuo
鰳	lvua
縲	ljaa
樂	lmui
樂	ymui
耮	llee
籬	lpue
驪	lmei
鱺	lvua
鸝	lnei
蘺	lcei
縭	ljaa
離	lzoe
裡	lnoa
鋰	ljuo
裏	lwoe
禮	lnoa
鯉	lvua
邐	llei
鱧	lvua
勵	lleu
曆	lqeu
厲	lceu
蒞	lcei
癆	lboe
鐒	ljuo
澇	ldoo
銠	ljuo
閬	lmia
鋃	ljuo
撈	lfei
勞	llou
嘮	lkia
嶗	lsia
爛	lhou
纜	ljaa
濫	ldoo
鑭	ljuo
讕	lyoe
襴	lnoa
籃	lpue
蘭	lcei
斕	lwoe
欄	lmei
攬	lfei
欖	lmei
覽	ljei
懶	lloo
籟	lpue
癩	lboe
嵐	lsia
藍	lcei
攔	lfei
瀾	ldoo
襤	lnoa
闌	lmia
瀨	ldoo
賴	lbei
賚	lbeu
睞	lmia
淶	ldoo
徠	lcuu
崍	lsia
棶	lmei
萊	lcei
錸	ljuo
闊	kmia
擴	kfei
蠟	lcia
鑞	ljuo
臘	xvua
臘	lvua
來	lheu
誆	kyoe
獪	kqua
膾	kvua
鄶	kvuo
噲	kkia
儈	krui
鱠	kvua
寬	kgoo
髖	kgia
鄺	kvoe
壙	ktei
曠	kqia
貺	kbia
誑	kyoe
況	kdoo
誇	kyoe
褲	knoa
嚳	kkui
庫	kgoe
絝	kjaa
塊	ktei
騤	kmei
匱	kkei
巋	ksia
礦	gseu
礦	kseu
纊	kjaa
窺	kxoo
虧	khie
簣	kpue
聵	kvei
饋	ksuo
憒	kloo
潰	hdoo
潰	kdoo
蕢	kcei
褌	hnoa
褌	knoa
鯤	kvua
壼	htei
壼	ktei
閫	kmia
鶤	ynoa
鶤	knoa
錕	kjuo
顆	kyia
頦	kyoe
頦	hyoe
鮳	kvua
鈳	kjuo
軻	kcei
墾	ktuo
懇	kxuo
硜	kseu
騍	kmei
緙	kjaa
課	kyoe
錁	gjuo
錁	kjuo
鏗	kjuo
摳	kfei
瞘	kmia
銬	kjuo
鈧	kjuo
閌	kmia
闞	hmia
闞	kmia
堿	jtei
凱	kjia
剴	klia
龕	kluo
愾	kloo
鍇	kjuo
鎧	kjuo
闓	kmia
塏	ktei
愷	kloo
開	kmia
鐦	kjuo
駿	jmei
覲	jjei
贐	jbia
縉	jjaa
濜	jdoo
藎	jcei
燼	jhou
儘	jrui
進	jlui
錦	jjuo
謹	jyoe
饉	jsuo
勁	jlea
晉	jqea
僅	jrui
盡	jmae
緊	jxei
誡	jyoe
屆	jsae
璡	jwee
巹	jjai
癤	jboe
階	jvai
攪	jfei
攪	gfei
較	jcei
轎	jcei
嶠	qsia
嶠	jsia
訐	jyoe
結	jjaa
傑	jrui
鮚	jvua
頡	xyei
頡	jyei
詰	jyoe
節	jpue
潔	jdoo
鮫	jvua
嬌	jnau
澆	jdoo
膠	jvua
醬	jyai
絳	jjaa
將	jzai
將	qzai
蔣	jcei
槳	jmai
獎	jqai
講	jyoe
驕	jmei
鷦	jnui
鉸	jjuo
餃	jsuo
僥	jrui
僥	yrui
絞	jjaa
腳	jvua
撟	jfei
繳	jjaa
繳	zjaa
矯	jsue
艦	jzuu
檻	jmei
檻	kmei
濺	jdoo
踐	jzia
澗	jdoo
賤	jbia
薦	jcei
諫	jyoe
鍵	jjuo
餞	jsuo
螿	jcai
韁	jgei
鱂	jvua
薑	jcei
漿	jsai
鑒	jjei
見	jsia
見	xsia
鹼	jlie
譾	jyoe
簡	jpue
繭	jcei
瞼	jmia
鐧	jjuo
襇	jnoa
儉	jrui
撿	jfei
檢	jmei
漸	jdoo
劍	jluo
閒	jmia
閒	xmia
廄	jgoe
鷲	jnoe
舊	jcei
糾	jjaa
鳩	jnua
鬮	jdee
鋦	jjuo
駒	jmei
熲	jyua
坰	jtei
鏡	jjuo
競	jloe
逕	jlea
弳	jgae
徑	jcuu
脛	jvua
痙	jboe
淨	jdoo
靚	jqee
靚	lqee
靜	jqee
荊	jcei
涇	jdoo
莖	jcei
驚	jmei
鯨	jvua
經	jjaa
剄	jlea
頸	gyea
頸	jyea
軍	jgoa
鈞	jjuo
皸	jpoa
钁	jjuo
覺	jjui
鮶	jvua
餕	jsuo
玨	jwee
決	jdoo
訣	jyoe
絕	jjaa
譎	jyoe
鵑	jnia
鐫	jjuo
窶	jxoo
懼	jloo
雋	jzui
錈	jjuo
絹	jjaa
櫸	jmei
齟	jcie
舉	jpui
據	jfei
鋸	jjuo
屨	jsae
颶	jfua
劇	jlie
詎	jyoe
獲	hqua
禍	hnoa
鑊	hjuo
貨	hbui
齏	jwoe
羈	jzia
躋	jzia
績	jjaa
饑	jsuo
擊	jsei
磯	jseu
積	jhue
璣	jwee
雞	jzuo
譏	jyoe
機	jmei
嘰	jkia
緝	jjaa
緝	qjaa
極	jmei
鶺	jnoe
輯	jcei
齎	jwoe
級	jjaa
記	jyoe
計	jyoe
紀	jjaa
幾	jzaa
蟣	jcia
擠	jfei
魢	jvua
筧	jpue
減	jdoo
戩	jgea
梘	jmei
揀	jfei
鰹	jvua
鰜	jvua
鶼	jnou
韉	jgei
殲	jdeu
縑	jjaa
艱	jgei
戔	jgea
價	jrui
價	grui
駕	jmau
檟	jmei
緘	jjaa
監	jmei
箋	jpue
堅	jtei
間	jmia
頰	jyeu
餄	hsuo
鋏	jjuo
賈	gxei
賈	jxei
鉀	jjuo
莢	jcei
郟	jveu
蛺	jcia
浹	jdoo
鯽	jvua
覬	jjia
霽	jveo
繼	jjaa
鱭	jvua
驥	jmei
夾	gheu
夾	jheu
跡	jzia
際	jvai
薊	jcei
濟	jdoo
嚌	jkia
劑	jloe
壺	htei
鶘	hnei
滸	xdoo
滸	hdoo
戶	hpua
鏵	hjuo
驊	hmei
鱯	hvua
鸌	hnui
畫	hxae
華	hcei
嘩	hkia
滬	hdoo
護	hyoe
樺	hmei
嫿	hnau
話	lyoe
話	hyoe
劃	hlae
壞	htei
懷	hloo
歡	hqei
緩	hjaa
奐	hdua
繯	hjaa
闤	hmia
鐶	hjuo
鍰	hjuo
還	hlia
還	xlia
環	hwee
黃	hbei
鯇	hvua
鯇	wvua
換	hfei
渙	hdoo
喚	hkia
瘓	hboe
煥	hhou
褘	hnoa
噅	hkia
噅	kkia
琿	hwee
暉	hqia
揮	hfei
翬	hvao
輝	hxio
詼	hyoe
鍠	hjuo
鰉	hvua
謊	hyoe
誨	hyoe
賄	hbia
會	hruo
會	kruo
毀	hsui
彙	hxaa
檜	hmei
檜	kmei
檜	gmei
燴	hhou
諱	hyoe
頮	pyia
薈	hcei
澮	hdoo
澮	kdoo
穢	hhue
繢	hjaa
闠	hmia
繪	hjaa
翽	hvie
餛	hsuo
閽	hmia
渾	hdoo
葷	xcei
葷	hcei
噦	ykia
噦	hkia
鈥	hjuo
諢	hyoe
館	gsuo
貫	gmaa
關	gmia
鰥	gvua
觀	gjei
慣	gloo
摜	gfei
鸛	gnei
詿	gyoe
掛	gfei
剮	glia
錮	gjuo
鴰	gsue
鯝	gvua
顧	gyoa
匭	gkee
詭	gyoe
櫃	gmei
貴	gbia
劊	kluo
劊	gluo
劌	glie
鱖	jvua
鱖	gvua
滾	gdoo
緄	gjaa
袞	gwoe
輥	gcei
輥	hcei
鯀	gvua
鮭	gvua
鮭	xvua
龜	qpui
龜	gpui
龜	jpui
歸	gjui
軌	gcei
閨	gmia
規	gjee
媯	gnau
廣	ggoe
獷	gqua
宮	ggoo
龔	gloe
貢	ggei
鞏	ggei
鶊	gnoe
鯁	gvua
亙	ghei
綆	gjaa
賡	gboe
給	gjaa
給	jjaa
鉻	gjuo
個	grui
鎘	gjuo
閣	gmia
軲	gcei
詬	gyoe
夠	gxua
構	gmei
覯	gjee
購	gbia
溝	gdoo
鉤	gjuo
緱	gjaa
韝	bwai
韝	gwai
穀	gsei
餶	gsuo
鵠	hnue
鵠	gnue
蠱	gcia
詁	gyoe
鈷	gjuo
鴣	gnei
轂	gsei
鶻	ggia
鶻	hgia
蟈	gcia
鍋	gjuo
國	gkia
幗	gjia
堝	gtei
咼	gsia
咼	ksia
槨	gmei
膕	gvua
摑	gfei
餜	gsuo
過	glia
鉿	hjuo
鉿	jjuo
頇	hyee
駭	hmei
駭	xmei
韓	hwei
號	hkia
蠔	hcia
灝	hdoo
顥	hyia
訶	hyoe
頷	hyuo
絎	hjaa
頏	hyoe
閈	hmia
漢	hdoo
橫	hmei
鶡	hnia
鶡	jnia
鶴	hnoa
齕	hcie
闔	hmia
賀	hbau
閡	hmia
頜	gyuo
頜	hyuo
魺	hvua
魺	gvua
鮜	hvua
鱟	hvui
軤	hcei
餱	hsuo
訌	hyoe
嗊	gkia
嗊	hkia
轟	hcei
鴴	hnuu
紅	hjaa
紅	gjaa
紘	hjaa
葒	hcei
鬨	hdee
鴻	hdoo
黌	hbui
閎	hmia
芻	cbua
鋤	cjuo
懨	yloo
廚	cgoe
雛	czua
櫥	cmei
躕	czia
絀	cjaa
處	chie
礎	cseu
儲	crui
闖	cmia
瘡	cboe
釧	cjuo
傳	crui
傳	zrui
觸	cjua
輟	ccei
齪	ccie
綽	cjaa
辭	cxuo
鶿	znou
鶿	cnou
詞	cyoe
創	cluo
愴	cloo
鶉	cnoe
蓴	ccei
純	cjaa
純	zjaa
錘	cjuo
遲	clae
恥	cvei
齒	csie
馳	cmei
癡	cboe
鴟	cnua
鴟	znua
棖	cmei
誠	cyoe
懲	cxuu
騁	cmei
飭	csuo
熾	chou
蟲	ccia
銃	cjuo
衝	ccuu
讎	czui
儔	crui
疇	ctia
籌	cpue
躊	czia
醜	cyei
幬	cjia
幬	djia
綢	cjaa
寵	cgoo
諶	cyoe
塵	cloe
徹	ccuu
硨	cseu
鐺	cjuo
鐺	djuo
鐺	tjuo
蟶	ccia
檉	cmei
赬	ccei
撐	cfei
磣	cseu
稱	chue
齔	ccie
櫬	cmei
襯	cnoa
讖	cyoe
鱨	cvua
償	crui
嚐	ckia
腸	cvua
嘗	cxio
萇	ccei
倀	crui
鯧	cvua
長	chei
長	zhei
錩	cjuo
閶	cmia
顫	zyoe
顫	cyoe
懺	cloo
蕆	ccei
諂	cyoe
鏟	cjuo
闡	cmia
囅	ckia
鈔	cjuo
鼂	zqia
鼂	cqia
車	chei
車	jhei
悵	cloo
瑒	ywee
瑒	cwee
暢	cqia
廠	cgoe
場	ctei
鶬	cnuo
鶬	qnuo
蒼	ccei
滄	cdoo
倉	cruo
傖	crui
艙	czuu
蠶	ccea
殘	cdeu
慚	cloo
驂	cmei
燦	chou
慘	cloo
黲	chia
層	csae
廁	cgoe
惻	cloo
測	cdoo
側	crui
側	zrui
冊	ckia
艸	ccai
鍤	cjuo
餷	csuo
餷	zsuo
鑔	cjuo
詫	cyoe
釵	cjuo
儕	crui
蠆	ccei
摻	cfei
摻	sfei
覘	zjie
覘	cjie
纏	cjaa
蟬	ccia
剗	clea
讒	cyoe
饞	csuo
產	cwoe
滻	cdoo
嬋	cnau
攙	cfei
禪	cnoa
禪	snoa
嶴	vsui
驁	vmee
奧	vdui
媼	vnau
襖	vnoa
鼇	vmee
唄	bkia
敗	bbia
擺	bfei
壩	btei
罷	bzia
罷	pzia
鮁	bvua
鈀	bjuo
鈀	pjuo
垵	vtei
鵪	vneu
諳	vyoe
靉	vveo
曖	vqia
璦	vwee
銨	vjuo
礙	yseu
礙	vseu
嬡	vnau
愛	vzuo
藹	vcei
靄	vveo
噯	vkia
皚	vbui
錒	vjuo
鎄	vjuo
備	brui
貝	bsia
狽	bqua
鮑	bvua
報	btei
鵯	bnui
輩	bcie
鋇	bjuo
憊	bxui
